啊,a,modal particle ending sentence, showing affirmation, approval, or consent
爱好,ai4hao4,to like;to take pleasure in;keen on;fond of;interest;hobby;appetite for;CL:個|个[ge4]
把,ba3,to hold;to contain;to grasp;to take hold of;a handle;particle marking the following noun as a direct object;classifier for objects with handle
班,ban1,team;class;squad;work shift;classifier for groups;ranking;surname Ban;CL:個|个[ge4]
办法,ban4fa3,means;method;way (of doing sth);CL:條|条[tiao2],個|个[ge4]
帮忙,bang1mang2,to help;to lend a hand;to do a favor;to do a good turn
饱,bao3,to eat till full;satisfied
背,bei4,the back of a body or object;to turn one's back;to hide something from;to learn by heart;to recite from memory
比较,bi3jiao4,compare;contrast;fairly;comparatively;relatively;quite;rather
必须,bi4xu1,to have to;must;compulsory;necessarily
表示,biao3shi4,to express;to show;to say;to state;to indicate;to mean
宾馆,bin1guan3,guesthouse;CL:個|个[ge4],家[jia1]
才,cai2,ability;talent;endowment;gift;an expert;only (then);only if;just
参加,can1jia1,to participate;to take part;to join
层,ceng2,layer;stratum;laminated;floor (of a building);storey;classifier for layers;repeated;sheaf (math.)
超市,chao1shi4,supermarket (abbr.);CL:家[jia1]
成绩,cheng2ji4,achievement;performance records;grades;CL:項|项[xiang4],個|个[ge4]
迟到,chi2dao4,to arrive late
厨房,chu2fang2,kitchen;CL:間|间[jian1]
春,chun1,spring (time);gay;joyful;youthful;love;lust;life
聪明,cong1ming,acute (of sight and hearing);clever;intelligent;bright;smart
打算,da3suan4,to plan;to intend;to calculate;plan;intention;calculation;CL:個|个[ge4]
担心,dan1xin1,anxious;worried;uneasy;to worry;to be anxious
当然,dang1ran2,only natural;as it should be;certainly;of course;without doubt
灯,deng1,lamp;light;lantern;CL:盞|盏[zhan3]
地方,di4fang,region;regional (away from the central administration)
地图,di4tu2,map;CL:張|张[zhang1],本[ben3]
电子邮件,dian4zi3you2jian4,electronic mail;email;CL:封[feng1]
冬,dong1,winter
短,duan3,short or brief;to lack;weak point;fault
锻炼,duan4lian4,to engage in physical exercise;to toughen;to temper
饿,e4,to be hungry;hungry
耳朵,er3duo,ear;CL:隻|只[zhi1],個|个[ge4],對|对[dui4]
发现,fa1xian4,to find;to discover
放,fang4,to release;to free;to let go;to put;to place;to let out;to set off (fireworks)
分,fen1,to divide;to separate;to allocate;to distinguish (good and bad);part or subdivision;fraction;one tenth (of certain units);unit of length equivalent to 0.33 cm;minute;a point (in sports or games);0.01 yuan (unit of money)
复习,fu4xi2,to revise;to review;revision;CL:次[ci4]
敢,gan3,to dare;daring;(polite) may I venture
刚才,gang1cai2,just now;a moment ago
根据,gen1ju4,according to;based on;basis;foundation;CL:個|个[ge4]
刮风,gua1feng1,to be windy
关系,guan1xi4,relation;relationship;to concern;to affect;to have to do with;guanxi;CL:個|个[ge4]
关于,guan1yu2,pertaining to;concerning;regarding;with regards to;about;a matter of
果汁,guo3zhi1,fruit juice
还是,hai2shi4,or;still;nevertheless
河,he2,river;CL:條|条[tiao2],道[dao4]
护照,hu4zhao4,passport;CL:本[ben3],個|个[ge4]
花园,hua1yuan2,garden;CL:座[zuo4],個|个[ge4]
坏,huai4,bad;spoiled;broken;to break down
换,huan4,change;exchange
会议,hui4yi4,meeting;conference;CL:場|场[chang3],屆|届[jie4]
