天伦之乐,tian1lun2zhi1le4,pleasure of heavenly agreement (idiom);family love and joy;domestic bliss
挑衅,tiao3xin4,to provoke;provocation
投机,tou2ji1,to speculate (on financial markets);opportunistic;congenial;agreeable
推论,tui1lun4,to infer;a deduction;a corollary;a reasoned conclusion
外行,wai4hang2,layman;amateur
妄想,wang4xiang3,to attempt vainly;a vain attempt
伪造,wei3zao4,to forge;to fake;to counterfeit
污蔑,wu1mie4,slander
无知,wu2zhi1,ignorance
牺牲,xi1sheng1,to sacrifice oneself;to lay down one's life;to do sth at the expense of;beast slaughtered for sacrifice;sacrifice;CL:個|个[ge4]
先进,xian1jin4,advanced (technology);to advance
陷入,xian4ru4,to sink into;to get caught up in;to land in (a predicament)
消除,xiao1chu2,to eliminate;to remove
屑,xie4,crumbs;filings;worthwhile
新颖,xin1ying3,lit. new bud;fig. new and original
兴致勃勃,xing4zhi4bo2bo2,to become exhilarated (idiom);in high spirits;full of zest
须知,xu1zhi1,prerequisites;rules that must be known before starting sth
学位,xue2wei4,academic degree, e.g.: BSc 學士學位|学士学位[xue2 shi4 xue2 wei4], MSc 碩士學位|硕士学位[shuo4 shi4 xue2 wei4], Diploma 學位證書|学位证书[xue2 wei4 zheng4 shu1], PhD 博士學位|博士学位[bo2 shi4 xue2 wei4]
淹没,yan1mo4,to submerge;to drown;to flood;to drown out (also fig.)
演讲,yan3jiang3,lecture;to make a speech
谣言,yao2yan2,rumor
依靠,yi1kao4,to rely on sth (for support etc);to depend on
仪式,yi2shi4,ceremony
抑制,yi4zhi4,to inhibit;to keep down;to suppress
迎面,ying2mian4,directly;head-on (collision);in one's face (of wind)
优越,you1yue4,superior;superiority
预期,yu4qi1,expect;expected
原先,yuan2xian1,former;original
在乎,zai4hu,determined by;to care about;to mind
贼,zei2,thief;wily;deceitful;evil;extremely;disagreeably
战斗,zhan4dou4,to fight;to battle;CL:場|场[chang2],次[ci4]
照样,zhao4yang4,as before;(same) as usual
震惊,zhen4jing1,to shock;to astonish
正负,zheng4fu4,positive and negative
支援,zhi1yuan2,to provide assistance;to support;to back
治安,zhi4an1,law and order;public security
中断,zhong1duan4,to cut short;to break off;to discontinue
周边,zhou1bian1,periphery;rim
主题,zhu3ti2,theme;subject
砖瓦,zhuan1wa3,tiles and bricks
琢磨,zhuo2mo2,to carve and polish (jade);to polish and refine a literary work
字母,zi4mu3,letter (of the alphabet);CL:個|个[ge4]
阻拦,zu3lan2,to stop;to obstruct
