爱护,ai4hu4,to cherish;to treasure;to take care of;to love and protect
办理,ban4li3,to handle;to transact;to conduct
保存,bao3cun2,to conserve;to preserve;to keep;to save (a file etc) (computing)
本科,ben3ke1,undergraduate course;undergraduate (adjective)
必需,bi4xu1,to need;to require;essential;indispensable
表明,biao3ming2,to make clear;to make known;to state clearly;to indicate;known
布,bu4,cloth;to declare;to announce;to spread;to make known
不免,bu4mian3,unavoidable
采访,cai3fang3,to interview;to gather news;to hunt for and collect;to cover
操心,cao1xin1,to worry about
产品,chan3pin3,goods;merchandise;product;CL:個|个[ge4]
车库,che1ku4,garage
承担,cheng2dan1,to undertake;to assume (responsibility etc)
程序,cheng2xu4,procedures;sequence;order;computer program
充电器,chong1dian4qi4,battery charger
出版,chu1ban3,to publish;to come off the press;to put out
传播,chuan2bo1,to disseminate;to propagate;to spread
磁带,ci2dai4,magnetic tape;CL:盤|盘[pan2],盒[he2]
从前,cong2qian2,previously;formerly;once upon a time
错误,cuo4wu4,error;mistake;mistaken;CL:個|个[ge4]
大象,da4xiang4,elephant;CL:隻|只[zhi1]
单位,dan1wei4,a unit;unit (of measure);work unit (one's workplace);CL:個|个[ge4]
导演,dao3yan3,direct;director (film etc)
等候,deng3hou4,waiting
地位,di4wei4,position;status;place;CL:個|个[ge4]
冻,dong4,to freeze;to feel very cold;aspic or jelly
堆,dui1,a pile;a mass;heap;stack
多亏,duo1kui1,thanks to;luckily
发明,fa1ming2,to invent;invention;CL:個|个[ge4]
反应,fan3ying4,to react;to respond;reaction;response;reply;chemical reaction;CL:個|个[ge4]
非,fei1,non-;not-;un-;abbr. for Africa 非洲;wrong;evil-doing;insist on;simply must
分析,fen1xi1,to analyze;analysis;CL:個|个[ge4]
否认,fou3ren4,to declare to be untrue;to deny
改革,gai3ge2,to reform;CL:個|个[ge4]
赶紧,gan3jin3,hurriedly
搞,gao3,to do;to make;to go in for;to set up;to get hold of;to take care of
个性,ge4xing4,individuality;personality
公开,gong1kai1,public;to publish;to make public
沟通,gou1tong1,communicate
鼓舞,gu3wu3,heartening (news);boost (morale);CL:個|个[ge4]
官,guan1,official;government;organ of body;CL:個|个[ge4]
光滑,guang1hua,glossy;sleek;smooth
规律,gui1lv4,rule (e.g. of science);law of behavior;regular pattern;rhythm;discipline
过分,guo4fen4,excessive;undue;overly
豪华,hao2hua2,luxurious
合影,he2ying3,joint photo;group photo
胡说,hu2shuo1,to talk nonsense;drivel
化学,hua4xue2,chemistry;chemical
挥,hui1,to wave;to brandish;to wipe away;to command;to conduct;to scatter;to disperse
伙伴,huo3ban4,partner;companion;comrade
集中,ji2zhong1,to concentrate;to centralize;to focus;centralized;concentrated;to put together
嘉宾,jia1bin1,esteemed guest;honored guest
驾驶,jia4shi3,to pilot (ship, airplane etc);to drive
捡,jian3,to pick up;to collect;to gather
建筑,jian4zhu4,building;to construct;Taiwan pr. jian4 zhu2;CL:個|个[ge4]
胶水,jiao1shui3,glue
接近,jie1jin4,near;close to
解放,jie3fang4,to liberate;to emancipate;liberation;refers to the Communists' victory over the Nationalists in 1949;CL:次[ci4]
谨慎,jin3shen4,cautious;prudent
景色,jing3se4,scenery;scene;landscape;view
具备,ju4bei4,to possess;to have;equipped with;able to fulfill (conditions or requirements)
决赛,jue2sai4,finals (of a competition)
开心,kai1xin1,to feel happy;to rejoice;to have a great time;to make fun of sb
克,ke4,to be able to;to subdue;to restrain;to overcome;gram
控制,kong4zhi4,control;to exercise control over;to contain
烂,lan4,soft;mushy;well-cooked and soft;to rot;to decompose;rotten;worn out;chaotic;messy;utterly;thoroughly
乐观,le4guan1,optimistic;hopeful
理由,li3you2,reason;grounds;justification;CL:個|个[ge4]
利用,li4yong4,exploit;make use of;to use;to take advantage of;to utilize
铃,ling2,(small) bell;CL:隻|只[zhi1]
龙,long2,dragon;CL:條|条[tiao2];imperial
逻辑,luo2ji,logic (loanword)
冒险,mao4xian3,to take risks;to take chances;foray;adventure
秘密,mi4mi4,secret;CL:個|个[ge4]
秒,miao3,second (of time);unit of angle or arc equivalent to one sixtieth of a degree
命令,ming4ling4,order;command;CL:道[dao4],個|个[ge4]
目录,mu4lu4,catalog;table of contents;directory (on computer hard drive);list;contents
能干,neng2gan4,capable;competent
农业,nong2ye4,agriculture;farming
培养,pei2yang3,to train;culture;to bring up;to groom (for a position)
皮鞋,pi2xie2,leather shoes
平常,ping2chang2,ordinary;common;usually;ordinarily
迫切,po4qie4,urgent;pressing
企业,qi3ye4,company;firm;enterprise;corporation;CL:家[jia1]
枪,qiang1,gun;firearm;rifle;spear;CL:支[zhi1],把[ba3]
侵略,qin1lve4,invasion;encroachment
轻视,qing1shi4,contempt;contemptuous;to despise;to scorn;scornful
去世,qu4shi4,to pass away;to die
燃烧,ran2shao1,combustion;flaming;kindle
人生,ren2sheng1,human life
日用品,ri4yong4pin3,articles for daily use;CL:件[jian4],個|个[ge4]
嗓子,sang3zi,throat;voice;CL:把[ba3]
善于,shan4yu2,be good at;be adept in
设备,she4bei4,equipment;facilities;installations;CL:個|个[ge4]
神话,shen2hua4,fairy tale;mythology;myth
胜利,sheng4li4,victory;CL:個|个[ge4]
时髦,shi2mao2,in vogue;fashionable
实用,shi2yong4,practical;functional;pragmatic;applied (science)
事物,shi4wu4,thing;object;CL:個|个[ge4]
受到,shou4dao4,to receive;to suffer;obtained;given
鼠标,shu3biao1,mouse (computing)
说服,shuo1fu2,to persuade;to convince;to talk sb over;Taiwan pr. shui4 fu2
宿舍,su4she4,dormitory;dorm room;living quarters;hostel;CL:間|间[jian1]
所谓,suo3wei4,so-called;what is called
桃,tao2,peach
提倡,ti2chang4,to promote;to advocate
天空,tian1kong1,sky
同时,tong2shi2,at the same time;simultaneously
土豆,tu3dou4,potato;CL:個|个[ge4]
退休,tui4xiu1,retirement (from work)
王子,wang2zi3,prince;son of a king
唯一,wei2yi1,only;sole
卫生间,wei4sheng1jian1,bathroom;toilet;WC;CL:間|间[jian1]
吻,wen3,kiss;mouth
雾,wu4,fog;mist;CL:場|场[chang2],陣|阵[zhen4]
吓,xia4,to frighten;to scare;to intimidate;to threaten
现象,xian4xiang4,appearance;phenomenon;CL:個|个[ge4]
想象,xiang3xiang4,to imagine;to fancy;CL:個|个[ge4]
消灭,xiao1mie4,to put an end to;to annihilate;to cause to perish;to perish;annihilation (in quantum field theory)
斜,xie2,inclined;slanting;oblique;tilting
行动,xing2dong4,operation;action;to move;mobile;CL:個|个[ge4]
幸运,xing4yun4,fortunate;lucky;fortune;luck
宣布,xuan1bu4,to declare;to announce;to proclaim
迅速,xun4su4,rapid;speedy;fast
咬,yao3,to bite;to nip
一路平安,yi1lu4ping2an1,to have a pleasant journey;Bon voyage!
以来,yi3lai2,since (a previous event)
英雄,ying1xiong2,hero;CL:個|个[ge4]
应用,ying4yong4,to use;to apply;application;applicable
邮局,you2ju2,post office;CL:家[jia1],個|个[ge4]
语气,yu3qi4,tone;manner of speaking;mood;CL:個|个[ge4]
原则,yuan2ze2,principle;doctrine;CL:個|个[ge4]
赞美,zan4mei3,admire;applause;praise;to eulogize
展览,zhan3lan3,to put on display;to exhibit;exhibition;show;CL:個|个[ge4],次[ci4]
召开,zhao4kai1,to convene (a conference or meeting);to convoke;to call together
振动,zhen4dong4,vibration
政府,zheng4fu3,government;CL:個|个[ge4]
执行,zhi2xing2,implement;carry out;to execute;to run
秩序,zhi4xu4,order (orderly);order (sequence);social order;the state (of society);CL:個|个[ge4]
重量,zhong4liang4,weight;CL:個|个[ge4]
主席,zhu3xi2,chairperson;premier;chairman;CL:個|个[ge4],位[wei4]
装,zhuang1,adornment;to adorn;dress;clothing;costume (of an actor in a play);to play a role;to pretend;to install;to fix;to wrap (sth in a bag);to load;to pack
咨询,zi1xun2,to consult;to seek advice;consultation;(sales) inquiry (formal)
自信,zi4xin4,confidence;self-confidence
总统,zong3tong3,president (of a country);CL:個|个[ge4],位[wei4],名[ming2],屆|届[jie4]
尊敬,zun1jing4,respect;to revere
